u,v,color
0,1,2,0
0,2,0,2
0,3,0,2
0,4,2,0
0,5,0,2
0,6,0,2
0,7,2,0
0,8,0,2
0,9,2,0
0,10,2,0
0,11,2,0
0,12,2,0
0,13,2,0
0,14,0,2
0,15,2,0
0,16,0,2
0,17,0,2
0,18,0,2
0,19,2,0
0,20,2,0
0,21,2,0
0,22,0,2
0,23,0,2
0,24,0
0,25,0,2
0,26,0,2
0,27,2,0
0,28,2,0
0,29,0,2
0,30,0,2
0,31,2,0
0,32,2,0
0,33,2,0
0,34,2,0
0,35,0,2
0,36,2,0
0,37,0,2
0,38,0,2
200,691,0
200,692,0
200,333,0
85,531,0
85,4,2,0
85,78,0
85,79,0
85,99,0,2
85,8,2,0
85,81,2,0
85,10,2,0
85,193,2,0
85,194,0,2
85,195,0,2
85,102,0,2
85,61,2,0
85,13,2,0
85,196,0,2
85,197,0,2
85,14,2,0
85,198,0,2
85,15,0,2
85,16,0,2
85,199,0,2
85,17,2,0
85,18,2,0
85,21,0,2
85,83,0
85,84,0
85,219,0
85,86,0,2
85,538,0
85,88,0
85,33,0,2
85,34,2,0
85,35,0,2
85,89,0
85,206,2,0
693,694,0
694,619,0
694,523,0
694,524,0
694,186,0
694,622,0
695,353,0
353,696,0
353,697,0
353,698,0
353,699,0
353,525,0
353,700,0
432,611,0
432,680,0
432,238,0
432,701,0
611,433,0
611,655,0
611,565,0
611,702,0
611,610,0
611,435,0
611,436,0
611,437,0
611,438,0
611,439,0
611,598,0
611,440,0
611,441,0
680,433,0
680,703,0
680,681,0
680,435,0
680,436,0
680,704,0
680,437,0
680,238,0
680,438,0
680,439,0
680,440,0
680,441,0
238,433,0
238,59,0
238,435,0
238,436,0
238,393,0
238,568,0
238,569,0
238,458,0
238,437,0
238,572,0
238,21,0
238,493,0
238,366,0
238,52,0
238,438,0
238,582,0
238,165,0
238,166,0
238,439,0
238,593,0
238,242,0
238,243,0
238,72,5,0
238,440,0
238,441,0
705,706,0
705,159,0
705,4,0
705,704,0
705,179,0
705,161,0
705,707,0
705,70,0
705,347,0
705,252,0
705,166,0
705,167,0
705,186,0
705,244,0
705,156,2
705,539,0
705,662,0
706,708,0
706,709,0
706,710,0
706,711,0
706,712,0
159,529,1,2,0
159,713,0
159,407,2,1,0
159,246,0
159,408,2,0,1
159,257,0
159,190,2
159,75,0,2,1
159,532,1,2,0
159,98,1,0,2
159,76,1,0,2
159,714,0
159,4,0
159,417,0
159,191,2
159,663,0
159,69,0
159,80,0,1,2
159,410,0
159,161,3,6,0,1,2
159,365,0
159,451,0
159,107,0,2,1
159,715,0,1,2
159,270,0
159,709,0
159,716,0
159,710,0
159,70,1,0,2
159,164,2,1,0
159,252,0
159,124,0
159,711,0
159,645,0
159,166,0,2,3,1,6
159,167,1,0,2,3,6
159,168,1,0,2
159,422,0
159,473,0
159,87,0,2,1
159,712,0
159,413,0
159,205,0
159,313,0
159,314,0
159,647,0
159,539,0,2,1
159,372,0
704,566,0
704,111,0
704,717,0
704,580,0
704,709,0
704,710,0
704,70,0
704,323,0
704,711,0
704,718,0
704,719,0
704,402,0
704,712,0
704,600,0
704,403,0
161,529,2,0,1
161,407,1,0,2
161,246,0
161,408,0,1,2
161,257,0
161,190,2
161,75,2,0,1
161,532,0,1,2
161,98,0,2,1
161,76,2,1,0
161,714,0
161,4,0
161,417,0
161,191,2
161,358,0
161,69,0
161,247,0
161,80,0,2,1
161,410,0
161,7,0
161,365,0
161,61,2,1,0
161,16,0
161,107,2,1,0
161,715,1,2,0
161,270,0
161,709,0
161,716,0
161,710,0
161,249,0
161,70,2,0,1
161,164,1,0,2
161,252,0
161,124,0
161,711,0
161,645,0
161,166,3,6,2,1,0
161,167,6,2,1,3,0
161,204,0,2,1
161,168,0,2,1
161,422,0
161,473,0
161,87,1,0,2
161,712,0
161,205,0
161,313,0
161,89,0
161,254,0
161,647,0
161,372,0
161,414,0
707,708,0
707,709,0
707,710,0
707,711,0
707,712,0
347,433,0
347,336,0
347,435,0
347,436,0
347,437,0
347,100,0
347,511,0
347,709,0
347,710,0
347,711,0
347,349,0
347,514,0
347,244,0
347,503,0
347,712,0
347,441,0
347,333,0
252,246,0
252,75,0
252,76,0
252,4,0
252,417,0
252,247,0
252,80,0
252,7,0
252,8,0
252,101,0
252,400,0
252,322,0
252,709,0
252,710,0
252,249,0
252,720,0
252,721,0
252,722,0
252,711,0
252,645,0
252,166,0
252,167,0
252,588,0
252,723,0
252,422,0
252,473,0
252,329,0
252,87,0
252,724,0
252,712,0
252,138,0
252,725,0
252,726,0
252,89,0
252,254,0
252,647,0
166,529,2,1,0
166,246,0
166,257,0
166,190,2
166,75,0,1,2
166,532,2,0,1
166,98,0,1,2,3
166,76,2,0,1
166,4,0
166,417,0
166,191,2
166,663,0
166,69,0
166,619,0
166,247,0
166,80,1,2,0
166,410,0
166,7,0
166,365,0
166,418,0
166,451,0
166,107,2,1,0
166,644,0
166,715,1,0,2
166,270,0
166,675,2,1,0
166,709,0
166,716,0
166,710,0
166,249,0
166,70,1,0,2
166,164,1,0,2
166,711,0
166,645,0
166,167,0,2,3,6,1
166,204,1,0,2
166,523,0
166,524,0
166,168,1,2,0
166,593,0
166,242,0
166,422,0
166,473,0
166,87,0,2,1
166,712,0
166,413,0
166,205,0
166,313,0
166,314,0
166,89,0
166,254,0
166,647,0
166,539,0,1,2
166,622,0
166,372,0
166,414,0
167,529,1,0,2
167,407,0,1,2
167,246,0
167,408,1,2,0
167,257,0
167,190,2
167,75,1,0,2
167,532,1,2,0
167,98,1,2,0
167,76,2,1,0
167,714,0
167,4,0
167,417,0
167,191,2
167,458,0
167,663,0
167,69,0
167,572,0
167,247,0
167,80,2,0,1
167,443,0
167,410,0
167,7,0
167,365,0
167,61,2,0,1
167,451,0
167,107,1,2,0
167,644,0
167,715,2,0,1
167,270,0
167,709,0
167,716,0
167,710,0
167,249,0
167,70,0,2,1
167,251,4
167,164,2,0,1
167,165,0
167,711,0
167,645,0
167,204,2,0,1
167,168,2,1,0
167,593,0
167,422,0
167,473,0
167,87,2,0,1
167,712,0
167,205,0
167,313,0
167,314,0
167,89,0
167,254,0
167,647,0
167,372,0
167,414,0
539,529,2,0,1
539,2,2,1,0
539,3,2,0,1
539,407,0
539,408,0
539,190,0
539,98,6,0,1,2
539,4,0,2,1
539,191,0
539,99,1,2,0
539,619,0
539,8,1,0,2
539,101,1,2,0
539,10,1,0,2
539,193,1,2,0
539,11,0,2,1
539,194,0,1,2
539,195,1,0,2
539,102,2,0,1
539,12,2,1,0
539,61,2,1,0
539,13,1,0,2
539,196,0,1,2
539,103,0,1,2
539,197,1,0,2
539,14,2,1,0
539,198,0,2,1
539,15,1,2,0
539,104,2,1,0
539,199,0,1,2
539,17,0,1,2
539,18,0,1,2
539,19,0,2,1
539,21,1,2,0
539,107,2,0
539,709,0
539,710,0
539,70,1,2,0
539,165,0,1,2
539,711,0
539,398,2,0,6
539,523,0
539,524,0
539,168,1,0,2
539,712,0
539,33,0,1,2
539,35,0,2,1
539,206,2,0,1
539,622,0
662,701,0
662,709,0
662,710,0
662,711,0
662,712,0
529,75,2,0
529,98,2,1,0
529,76,2,0
529,80,2,0
529,715,1,0,2
529,164,2,0,1
529,168,1,2,0
529,727,0
529,87,2,0
75,728,6
75,59,2,0,6
75,729,0
75,246,3,6,0,5
75,257,0
75,58,0
75,532,2,0
75,98,0
75,730,6
75,417,0
75,192,0,2
75,79,0
75,122,1,2,0
75,731,6
75,81,0
75,270,0
75,732,6
75,302,0
75,84,0
75,733,6
75,645,0
75,203,2,0
75,204,2,1
75,219,1,0
75,422,0
75,473,0
75,86,0
75,244,0
75,170,0
75,734,6,3,5
75,647,0
98,59,2,1,3,0
98,258,3
98,532,1,2,0
98,76,0
98,261,3
98,264,3
98,619,0
98,80,0
98,410,0
98,337,0
98,338,0
98,107,0
98,493,0
98,715,0
98,346,0
98,70,0,2
98,164,3,0,1,2
98,463,0
98,165,0
98,398,0,2
98,275,3
98,523,0
98,524,0
98,168,2,1,0
98,87,0
98,468,0
98,72,0
98,735,0
98,170,1,2,0
98,543,0
98,622,0
76,728,6
76,59,6,0,2
76,729,0
76,246,0,3,5,6
76,257,0
76,58,0
76,532,0,2
76,730,6
76,417,0
76,78,0
76,192,2,0
76,79,0
76,122,0,2,1
76,731,6
76,81,0
76,270,0
76,732,6
76,302,0
76,84,0
76,733,6
76,645,0
76,203,2,0
76,204,1,2
76,219,1,0
76,422,0
76,473,0
76,86,0
76,244,0
76,170,0
76,734,5,6,3
76,647,0
80,728,6
80,59,0,6,2
80,729,0
80,246,6,0,3,5
80,257,0
80,58,0
80,532,0,2
80,730,6
80,417,0
80,192,2,0
80,79,0
80,122,0,2,1
80,731,6
80,81,0
80,270,0
80,732,6
80,302,0
80,84,0
80,733,6
80,645,0
80,203,2,0
80,204,1,2
80,219,0,1
80,422,0
80,473,0
80,86,0
80,244,0
80,170,0
80,734,3,6,5
80,647,0
715,532,0,1,2
164,208,2
164,407,1,0,2
164,408,0,2,1
164,190,0,2,1
164,532,1,0,2
164,191,0,2,1
164,192,0
164,267,2
164,179,2
164,107,0,1,2,3
164,269,2,1,0
164,271,2,1,0
164,70,3,0,2,1
164,463,1
164,398,0
164,203,0
164,204,1,2,0
164,168,2,0,1
164,243,2
164,468,1
727,532,0
87,728,6
87,59,6,2,0
87,729,0
87,246,6,3,5,0
87,257,0
87,58,0
87,532,0,2
87,730,6
87,417,0
87,192,2,0
87,79,0
87,122,2,1,0
87,731,6
87,81,0
87,270,0
87,732,6
87,302,0
87,84,0
87,733,6
87,645,0
87,203,2,0
87,204,2,1
87,219,1,0
87,422,0
87,473,0
87,86,0
87,244,0
87,170,0
87,734,3,5,6
87,647,0
433,655,0
433,610,0
433,701,0
433,736,0
433,737,0
433,738,0
655,610,0
655,435,0
655,436,0
655,437,0
655,441,0
610,565,0
610,435,0
610,436,0
610,437,0
610,598,0
610,441,0
736,435,0
736,436,0
736,437,0
736,441,0
737,435,0
737,436,0
737,437,0
737,441,0
738,435,0
738,436,0
738,437,0
738,441,0
739,740,0
739,741,0
739,728,5,2,3
739,742,0
739,743,0
739,744,0
739,745,0
739,730,5,2,3
739,573,0
739,678,0
739,679,0
739,731,3,2,5
739,660,0
739,339,0
739,746,0
739,732,3,2,5
739,733,2,5,3
739,747,0
739,748,0
740,749,0
740,741,0
740,742,0
740,743,0
740,744,0
740,745,0
740,573,0
740,678,0
740,679,0
740,747,0
740,750,0
740,748,0
740,751,0
741,749,0
741,743,0
741,744,0
741,745,0
741,752,0
741,573,0
741,678,0
741,679,0
741,753,0
741,754,0
741,755,0
741,756,0
741,692,0
741,747,0
741,750,0
741,751,0
728,749,3,5,2
728,246,5,3
728,743,3,2,5
728,757,0,3,5
728,752,2,5,3
728,678,0
728,758,5,3,0
728,759,5,0,3
728,760,0,5,3
728,751,2,3,5
742,749,0
742,743,0
742,744,0
742,745,0
742,752,0
742,573,0
742,678,0
742,679,0
742,753,0
742,754,0
742,755,0
742,756,0
742,692,0
742,747,0
742,750,0
742,751,0
743,749,0
743,744,0
743,745,0
743,730,3,2,5
743,752,0
743,573,0
743,678,0
743,679,0
743,731,2,5,3
743,660,0
743,339,0
743,746,0
743,732,2,3,5
743,733,2,5,3
743,747,0
743,750,0
743,748,0
744,749,0
744,745,0
744,752,0
744,573,0
744,678,0
744,679,0
744,747,0
744,750,0
744,748,0
744,751,0
745,749,0
745,752,0
745,573,0
745,678,0
745,679,0
745,747,0
745,750,0
745,748,0
745,751,0
730,749,3,5,2
730,246,5,3
730,757,0,3,5
730,752,3,2,5
730,678,0
730,758,5,3,0
730,759,5,0,3
730,760,5,3,0
730,751,3,5,2
679,749,0
679,640,0
679,752,0
679,672,0
679,573,0
679,678,0
679,674,0
679,366,0
679,761,0
679,762,0
679,763,0
679,764,0
679,495,0
679,690,0
679,747,0
679,750,0
679,748,0
679,751,0
679,374,0
731,749,2,5,3
731,246,5,3
731,757,0,5,3
731,752,2,3,5
731,678,0
731,758,3,0,5
731,759,0,3,5
731,760,3,5,0
731,751,3,2,5
660,749,0
660,551,0
660,752,0
660,425,0
660,659,0
660,339,0
660,746,0
660,653,0
660,654,0
660,429,0
660,751,0
339,749,0
339,765,0
339,752,0
339,425,0
339,663,0
339,659,0
339,766,0
339,746,0
339,123,0
339,385,0
339,751,0
746,749,0
746,752,0
746,425,0
746,446,0
746,767,0
746,768,0
746,659,0
746,123,0
746,429,0
746,769,0
746,770,0
746,751,0
746,771,0
732,749,5,2,3
732,246,3,5
732,757,5,0,3
732,752,5,3,2
732,678,0
732,758,0,5,3
732,759,3,0,5
732,760,0,5,3
732,751,3,5,2
733,749,5,3,2
733,246,3,5
733,757,0,3,5
733,752,2,5,3
733,678,0
733,758,5,0,3
733,759,5,3,0
733,760,0,3,5
733,751,5,2,3
747,749,0
747,573,0
747,678,0
747,750,0
747,748,0
747,751,0
748,749,0
748,752,0
748,573,0
748,678,0
748,753,0
748,754,0
748,755,0
748,756,0
748,692,0
748,750,0
748,751,0
749,573,0
749,678,0
750,573,0
750,678,0
750,751,0
751,573,0
751,678,0
752,573,0
752,678,0
753,772,0
753,773,0
753,774,0
753,775,0
753,776,0
753,777,0
753,778,0
753,779,0
753,780,0
754,248,0
754,83,0
754,690,0
754,755,0
754,756,0
754,692,0
755,248,0
755,83,0
755,756,0
755,692,0
756,248,0
756,83,0
756,692,0
692,781,0
692,229,0
692,782,0
692,248,0
692,83,0
692,251,0
692,783,0
692,242,0
246,362,0
246,757,3,0,5,6
246,160,0
246,247,0,3
246,678,0
246,360,5
246,758,0,5,3,6
246,249,3,0
246,250,6,5,3,0
246,759,5,6,0,3
246,722,0
246,760,5,6,3,0
246,168,0
246,244,0
246,170,6,5,3
246,254,0,3
758,360,0
758,784,3
758,785,0
127,550,0
127,376,0
127,377,0
127,565,0
127,435,0
127,568,0
127,786,4
127,446,0
127,196,0
127,511,0
127,512,0
127,165,0
127,242,0
127,598,0
127,243,0
127,513,0
127,514,0
127,503,0
550,285,0
550,173,0
550,377,0
550,210,0
550,787,0
550,234,0
550,298,0
550,354,0
550,665,0
550,223,0
550,374,0
376,173,0
376,377,0
376,788,0
376,787,0
376,234,0
376,110,0
377,789,0
377,173,0
377,788,0
377,656,0
377,192,0
377,378,0
377,787,0
377,234,0
377,69,0
377,526,0
377,400,0
377,165,0
377,183,0
377,381,0
377,203,0
377,592,0
377,593,0
377,594,0
377,595,0
377,110,0
377,72,5
565,255,0
565,285,0
565,556,0
565,656,0
565,378,0
565,263,0
565,298,0
565,300,0
565,553,0
565,381,0
565,790,0
435,701,0
435,700,0
446,791,0
446,767,0
446,768,0
446,165,0
446,769,0
446,770,0
512,496,0
512,792,0
512,511,0
512,53,0
512,582,0
512,793,0
512,243,0
512,514,0
512,503,0
165,229,0
165,208,0
165,794,3
165,192,0
165,393,0
165,569,0
165,619,0
165,795,0
165,418,3
165,162,3,4,0
165,493,0
165,53,0
165,796,0
165,462,0
165,797,0,4
165,677,0
165,203,0
165,523,0
165,524,0
165,168,1,2,0
165,467,0
165,138,0
165,543,0
165,622,0
598,255,0
598,285,0
598,556,0
598,656,0
598,378,0
598,263,0
598,298,0
598,300,0
598,553,0
598,381,0
598,790,0
513,511,0
513,798,0
513,186,0
513,243,0
513,514,0
513,503,0
709,4,0
709,179,0
709,70,0
709,186,0
709,244,0
709,156,2
710,210,0
710,4,0
710,179,0
710,70,0
710,186,0
710,244,0
710,156,2
710,223,0
711,4,0
711,267,0
711,100,0,2
711,179,0
711,70,0
711,123,2
711,586,0
711,186,0
711,244,0
711,156,2
711,350,0
712,4,0
712,179,0
712,70,0
712,186,0
712,244,0
712,156,2
799,800,0
799,801,0
799,625,0
799,802,0
799,803,0
799,804,0
799,805,0
799,806,0
799,807,0
799,808,0
799,809,0
799,810,0
799,811,0
799,812,0
800,801,0
800,625,0
800,802,0
800,803,0
800,804,0
800,805,0
800,806,0
800,807,0
800,808,0
800,809,0
800,810,0
800,811,0
800,812,0
801,625,0
801,802,0
801,803,0
801,804,0
801,805,0
801,806,0
801,807,0
801,808,0
801,809,0
801,810,0
801,811,0
801,812,0
625,802,0
625,803,0
625,804,0
625,805,0
625,806,0
625,807,0
625,808,0
625,809,0
625,810,0
625,811,0
625,813,0
625,814,0
625,812,0
625,815,0
802,803,0
802,804,0
802,805,0
802,806,0
802,807,0
802,808,0
802,809,0
802,810,0
802,811,0
802,813,0
802,814,0
802,812,0
802,815,0
803,640,0
803,816,0
803,641,0
803,804,0
803,805,0
803,806,0
803,808,0
803,809,0
803,810,0
803,811,0
803,812,0
804,805,0
804,806,0
804,807,0
804,808,0
804,809,0
804,810,0
804,811,0
804,812,0
805,806,0
805,807,0
805,808,0
805,810,0
805,812,0
806,807,0
806,808,0
806,809,0
806,810,0
806,811,0
806,813,0
807,640,0
807,816,0
807,641,0
807,808,0
807,809,0
807,810,0
807,811,0
807,812,0
808,809,0
808,810,0
808,811,0
808,812,0
809,810,0
809,812,0
810,811,0
810,812,0
811,812,0
812,813,0
813,640,0
813,816,0
813,641,0
813,817,0
813,763,0
813,818,0
814,641,0
814,819,0
814,820,0
814,821,0
814,215,0
814,822,0
814,590,0
814,690,0
814,823,0
814,824,0
814,825,0
815,641,0
815,819,0
815,820,0
815,821,0
815,215,0
815,822,0
815,590,0
815,690,0
815,823,0
815,824,0
815,825,0
173,255,0
173,363,0
173,650,0
173,96,0
173,496,0
173,826,0
173,827,0
173,828,0
173,581,0
173,592,0
173,829,0
830,255,0
830,128,0
830,259,0
830,260,0
830,831,0
830,265,0
830,337,0
830,338,0
830,720,0
830,183,0
830,279,0
830,281,0
830,138,0
830,385,0
831,255,0
831,128,0
831,259,0
831,260,0
831,265,0
831,337,0
831,338,0
831,720,0
831,183,0
831,279,0
831,281,0
831,138,0
831,385,0
832,255,0
832,128,0
832,833,0
832,607,0
832,612,0
832,834,0
832,835,0
832,400,0
53,255,0
53,259,0
53,260,0
53,50,0
53,393,0
53,568,0
53,458,0
53,265,0
53,267,0
53,106,0
53,582,0
53,70,0
53,279,0
53,253,0
53,242,0
53,465,0
53,243,0
53,281,0
53,836,0
53,205,0
302,255,0
302,459,0
302,100,0
302,12,0
302,300,0
302,322,0
302,675,0
302,183,0
302,329,0
553,255,0
553,591,0
591,255,0
591,612,0
591,661,0
837,255,0
138,255,0
138,285,0
138,228,0
138,838,0
138,128,0
138,833,0
138,359,0
138,607,0
138,612,0
138,571,0
138,146,0
138,298,0
138,337,0
138,338,0
138,400,0
138,322,0
138,720,0
138,661,0
138,183,0
138,839,0
138,429,0
138,329,0
138,447,0
138,385,0
229,285,0
229,840,0
229,425,0
229,607,0
229,69,0
229,298,0
229,493,0
229,251,0
229,462,0
229,183,0
229,86,0
229,467,0
290,285,0
290,358,4
290,442,0
290,298,0
290,452,0
290,312,0
290,314,0
612,285,0
612,666,0
612,140,0
612,425,0
612,571,0
612,298,0
612,400,0
612,328,0
612,594,0
612,595,0
612,429,0
612,152,0
442,285,0
442,459,0
442,298,0
442,312,0
571,285,0
571,556,0
571,100,0
571,298,0
571,576,0
571,24,0
571,596,0
571,599,0
571,157,0
452,285,0
452,392,0
452,607,0
452,298,0
452,841,0
452,168,0
452,312,0
594,285,0
594,551,0
594,656,0
594,787,0
594,234,0
594,607,0
594,298,0
594,400,0
594,701,0
594,269,0
594,271,0
594,720,0
594,661,0
594,842,0
594,588,0
594,593,0
594,595,0
594,369,0
595,285,0
595,551,0
595,656,0
595,787,0
595,234,0
595,607,0
595,298,0
595,400,0
595,701,0
595,269,0
595,271,0
595,720,0
595,661,0
595,842,0
595,588,0
595,593,0
595,369,0
312,285,0
312,358,4
312,298,0
312,314,0
761,228,0
761,531,0
761,843,0
761,510,0
761,366,0
761,180,0
761,844,0
761,204,0
761,845,0
761,846,0
761,847,0
761,848,0
761,187,0
761,244,0
761,538,0
761,849,0
761,850,0
761,851,0
761,541,0
761,852,0
761,853,0
761,374,0
761,491,0
764,228,0
764,531,0
764,843,0
764,510,0
764,366,0
764,180,0
764,844,0
764,204,0
764,486,0
764,845,0
764,846,0
764,847,0
764,848,0
764,187,0
764,244,0
764,538,0
764,849,0
764,489,0
764,850,0
764,851,0
764,541,0
764,852,0
764,853,0
764,374,0
764,491,0
851,228,0
851,531,0
851,366,0
851,187,0
851,538,0
851,854,0
851,855,0
851,374,0
851,491,0
852,228,0
852,531,0
852,366,0
852,187,0
852,538,0
852,854,0
852,855,0
852,374,0
852,491,0
618,186,0
619,518,0
619,856,0
619,857,0
619,858,0
619,70,0
619,524,0
619,859,0
619,622,0
478,259,0
478,260,0
478,160,0
478,265,0
478,267,0
478,557,0
478,411,0
478,279,0
478,168,0
478,412,0
478,281,0
493,650,0
493,840,0
493,70,0
493,590,0
620,523,0
620,524,0
536,190,0
536,191,0
536,99,3,1
536,8,1,3
536,10,1,3
536,193,1,3
536,11,3,1
536,194,1,3
536,195,3,1
536,61,3,1
536,13,3,1
536,196,1,3
536,197,3,1
536,15,3,1
536,16,1,3
536,199,1,3
536,17,1,3
536,18,3,1
536,21,3,1
536,107,3,1
536,527,1,3
536,70,3,1
536,860,0
536,205,0
536,206,3,1
463,685,0
463,861,0
463,462,0
463,687,0
463,168,0
463,467,0
621,530,0
621,534,0
621,411,0
621,623,0
621,412,0
621,542,0
621,406,0
621,624,0
523,518,0
523,856,0
523,857,0
523,858,0
523,70,0
523,524,0
523,859,0
523,456,0
523,622,0
524,518,0
524,856,0
524,857,0
524,858,0
524,70,0
524,859,0
524,456,0
524,622,0
525,521,0
525,522,0
525,426,0
525,427,0
525,699,0
525,430,0
525,862,0
468,685,0
468,861,0
468,462,0
468,687,0
468,168,0
468,467,0
72,190,0
72,288,0
72,364,0
72,210,0
72,191,0
72,192,2,1,0
72,294,0
72,398,0
72,368,0
72,203,1,0,2
72,406,5
72,223,0
622,518,0
622,856,0
622,857,0
622,858,0
622,70,0
622,859,0
563,145,0
563,100,0
563,253,0
563,487,0
145,140,0
145,100,0
145,146,0
145,123,0
145,152,0
145,156,0
145,604,0
145,605,0
703,863,0
703,110,0
703,864,0
863,865,0
863,134,0
863,866,0
863,867,0
863,868,0
863,110,0
110,788,0
864,100,0
864,156,0
362,531,0
362,160,0
362,518,0
362,247,0
362,83,0
362,249,0
362,411,0
362,168,0
362,412,0
362,538,0
362,254,0
362,519,0
531,160,0
531,78,0
531,79,0
531,518,0
531,177,0
531,83,0
531,366,0
531,84,0
531,411,0
531,204,0
531,846,0
531,168,0
531,412,0
531,187,0
531,88,0
531,170,5,3
531,456,0
531,374,0
531,491,0
160,533,0
160,518,0
160,247,0
160,162,0
160,83,0
160,249,0
160,411,0
160,241,0
160,168,0
160,412,0
160,538,0
160,413,0
160,313,0
160,314,0
160,254,0
160,456,0
160,540,0
160,541,0
160,519,0
518,856,0
518,83,0
518,858,0
518,411,0
518,168,0
518,412,0
518,538,0
518,413,0
518,859,0
518,456,0
247,678,0
247,244,0
83,78,0
83,79,0
83,869,0
83,870,0
83,81,0
83,366,0
83,84,0
83,411,0
83,168,0
83,412,0
83,86,0
83,538,0
83,413,0
83,88,0
83,871,0
83,374,0
249,678,0
411,533,0
411,451,0
411,168,0
411,538,0
411,413,0
411,313,0
411,314,0
411,456,0
412,533,0
412,451,0
412,168,0
412,538,0
412,413,0
412,313,0
412,314,0
412,456,0
538,78,0
538,79,0
538,177,0
538,366,0
538,84,0
538,204,0
538,846,0
538,168,0
538,187,0
538,88,0
538,170,5,3
538,456,0
538,374,0
538,491,0
254,678,0
519,129,0
519,82,0
519,872,0
519,168,0
519,873,0
519,413,0
530,623,0
530,860,0
530,624,0
623,534,0
623,406,0
860,190,0
860,191,0
860,99,1,3
860,8,3,1
860,193,1
860,11,1,3
860,534,0
860,107,1,3,0
860,527,3,1
860,70,0,3,1
860,205,0
860,206,1
624,534,0
624,406,0
874,790,3,4
874,724,3
790,174,0
790,178,0
790,183,0
790,875,0
790,876,0
790,877,0
129,564,0
129,258,0
129,261,0
129,264,0
129,668,0
129,669,0
129,125,0
129,275,0
129,670,0
129,126,0
148,392,0
148,140,0
148,100,0
148,183,0
148,152,0
148,156,0
150,287,0
150,293,0
150,299,0
150,878,0
150,123,0
150,653,0
150,654,0
150,310,0
157,253,0
879,789,0
357,360,0
360,579,0
360,541,4
562,118,0
564,146,0
564,668,0
564,669,0
564,123,0
564,670,0
880,881,0
880,350,0
880,333,0
881,350,0
881,333,0
350,460,0
350,882,0
350,273,0
350,333,0
628,192,2
628,203,2
628,313,0
628,284,2
313,256,0
313,257,0
313,629,0
313,58,0
313,365,0
313,576,0
313,451,0
313,270,0
313,631,0
313,215,0
313,168,0
313,883,0
313,596,0
313,632,0
313,633,0
313,634,0
313,635,0
313,636,0
313,599,0
313,156,0
313,205,0
313,646,0
313,314,0,1
313,637,0
313,456,0
313,372,0
313,638,0
363,884,0
363,232,0
363,369,0
96,828,0
826,286,0
826,210,0
826,885,0
826,474,0
826,378,0
826,291,0
826,476,0
826,828,0
826,124,0
826,381,0
826,223,0
827,286,0
827,210,0
827,885,0
827,474,0
827,378,0
827,291,0
827,476,0
827,828,0
827,124,0
827,381,0
827,223,0
828,886,0
828,124,0
581,496,0
581,359,0
581,887,0
581,888,0
581,592,0
581,829,0
592,496,0
592,887,0
592,888,0
592,42,0
592,16,0
210,889,0
210,192,0
210,393,0
210,568,0
210,179,0
210,792,0
210,410,0
210,511,0
210,582,0
210,203,0
210,186,0
210,253,0
210,328,0
210,242,0
210,243,0
210,447,0
210,514,0
210,890,0
210,244,0
210,503,0
210,223,0
787,788,0
787,234,0
787,400,0
234,788,0
234,263,0
234,400,0
354,675,0
354,307,0
354,382,0
354,386,0
665,819,0
665,823,0
223,889,0
223,192,0
223,393,0
223,568,0
223,179,0
223,792,0
223,410,0
223,511,0
223,582,0
223,203,0
223,186,0
223,253,0
223,328,0
223,242,0
223,243,0
223,447,0
223,514,0
223,890,0
223,244,0
223,503,0
162,70,4
162,168,0
891,59,2
891,640,0
891,641,0
891,892,0
891,214,0
891,893,0
891,894,0
891,215,0
891,216,0
891,217,0
891,218,0
891,895,0
891,221,0
891,222,0
891,896,0
263,59,0
263,378,0
263,381,0
263,847,0
263,850,0
122,59,0
122,208,1
122,204,1,2
122,219,1
122,156,0
897,59,2
897,640,0
897,641,0
897,892,0
897,214,0
897,893,0
897,894,0
897,215,0
897,216,0
897,217,0
897,218,0
897,895,0
897,221,0
897,222,0
897,896,0
268,59,0,2,6
268,140,0
268,816,0
268,641,0
268,232,0
268,458,0
268,365,0
268,346,0
268,898,0
268,819,0
268,899,0
268,900,0
268,901,0
268,584,2
268,401,2
268,902,0
268,152,0
268,282,0
268,283,0
268,823,0
268,903,0
268,284,0,2
268,372,0
201,59,0
201,125,0
201,126,0
904,59,2
904,640,0
904,641,0
904,892,0
904,214,0
904,893,0
904,894,0
904,215,0
904,216,0
904,217,0
904,218,0
904,895,0
904,221,0
904,222,0
904,896,0
214,59,0,5,2,3,6
214,640,0
214,641,0
214,905,0
214,283,0
214,906,0
905,59,2
905,640,0
905,641,0
905,892,0
905,893,0
905,894,0
905,215,0
905,216,0
905,217,0
905,218,0
905,895,0
905,221,0
905,222,0
905,896,0
183,59,1,2
183,606,0
183,97,0
183,140,0
183,4,0
183,174,0
183,607,0
183,869,0
183,870,0
183,178,0
183,100,0
183,146,0
183,106,0
183,582,0
183,108,0
183,875,0
183,907,0
183,908,0
183,876,0
183,798,0
183,590,0
183,152,0
183,385,0
183,543,0
183,871,0
183,188,0
216,59,5,3,2,0,6
216,640,0
216,641,0
216,283,0
216,906,0
204,59,2,3,0,6,1
204,256,0
204,407,0,2,1
204,408,2,1,0
204,287,0
204,293,0
204,869,0
204,870,0
204,573,0
204,299,0
204,104,5
