u,v,color
242,687,2,1,0
242,721,2,1,0
242,688,0,1,2
242,556,2,1,0
242,317,2,0,1
242,444,2,0
242,558,1,0,2
242,751,0,2,1
242,846,0,2,1
242,752,2,1,0
242,559,0,2,3,1
242,722,2,0
242,341,0
242,445,1,2,0
242,289,0,2
242,753,0,1,2
242,896,0,2,1
242,723,1,0,2
242,563,1,0,2,3
242,693,2,1,0
242,694,2,1,0
98,5298,0
98,5304,0
98,245,0
98,5308,0
98,2911,0
98,246,0
98,247,0,1
98,837,0
98,864,0
98,160,0
98,161,0
243,5304,0
243,245,0
243,246,0
243,247,1,0
243,837,0
243,864,0
244,5276,2,1,0
244,5119,1,0,2
244,5297,0,1,2
244,4968,0,1,2
244,4952,0,2
244,618,2,1,0
244,875,1,2,0
244,876,0,2,1
244,384,1
244,5298,0
244,877,2,1,0
244,510,0,1,2
244,456,2,1,0
244,2590,1,0,2
244,696,1,2,0
244,318,2,1,0
244,728,1,0,2
244,511,1,2,0
244,5301,0
244,3684,1,0,2
244,319,1,2,0
244,1154,0
244,512,1,2,0
244,621,2,1,0
244,344,1,2,0
244,5283,0,2
244,446,2,0,1
244,386,2,0
244,2594,0,2
244,624,2,0
244,2738,0
244,626,0,2
244,479,2,1,0
244,627,0,2,1
244,731,1,2,0
244,628,1,0,2
244,258,0,2
244,5284,2,0
244,629,2,0,1
244,1403,2,0,1
244,631,2,0,1
244,701,1,0,2
244,734,2,0,1
244,2098,0,2,1
244,633,1,0,2
244,1157,0
244,519,0,2,1
244,483,0
244,634,2,1,0
244,486,0
244,867,0,2,1
244,322,2,0,1
244,2595,1,2,0
244,2101,1,2,0
244,1436,1,0,2
244,735,2,1,0
244,736,2,0,1
244,878,2,0,1
244,425,1,0,2
244,360,2,1,0
244,426,1,0,2
244,521,0,1,2
244,2402,0
244,323,1,2,0
244,703,2,1,0
244,704,2,0,1
244,522,2,0,1
244,523,1,2,0
244,638,2,0
244,737,1,2,0
244,391,1
244,868,0,2,1
244,639,2,1,0
244,1161,0
244,706,0,2,1
244,738,1,0,2
244,640,0,2
244,641,2,0
244,430,2,1,0,3
244,526,0,2,1
244,2103,1,2,0
244,642,0,2,1
244,740,1,0,2
244,459,2,1,0
244,643,2,0,1
244,5304,0
244,1149,0
244,880,1,2,0
244,644,0,2,1
244,1162,0
244,2596,1,0,2
244,432,0,2
244,1142,0
244,2597,1,0,2
244,2598,0,1,2
244,433,2,1,0
244,741,2,1,0
244,527,1,0,2
244,267,0,2,1
244,646,0,2
244,759,0,1,2
244,270,0,1,2
244,881,2,1,0
244,882,0,2,1
244,647,1,2,0
244,3161,1,0,2,3
244,1150,0
244,648,2,0
244,649,1,2,0
244,2105,1,2,0
244,650,0,1,2
244,1383,1,0,2
244,528,1,2,0
244,1936,0,2
244,529,1,2,0
244,742,2,1,0
244,530,1,2,0
244,898,2,1,0
244,652,0,1,2
244,3162,2,3,1,0
244,531,0,2,1
244,1480,0,1,2
244,2106,0,1,2
244,883,2,1,0
244,653,1,2,0
244,2600,0,1,2
244,348,0,2,1
244,532,0
244,744,0,2,1
244,710,2,0,1
244,656,1,0,2
244,2108,0
244,279,2,1,0
244,1167,2,0,1
244,884,0,1,2
244,5307,0,1,2
244,5308,0
244,860,1,2,0
244,659,1,2,0
244,885,2,0,1
244,886,0,1,2
244,450,2,0
244,1393,1,0,2
244,350,1,2,0
244,713,2,1,0
244,537,2,1,0
244,495,0
244,727,0,2,1
244,3325,2,1,0
244,664,0,2,1
244,1415,0,2,1
244,1394,2,0,1
244,887,1,2,0
244,538,0,2,1
244,539,1,0,2
244,665,2,0,1
244,541,1,0,2
244,542,2,1,0
244,1174,0
244,543,1,2,0
244,1146,2,0
244,440,1,3,0,2
244,889,2,1,0
244,666,2,1,0
244,5309,0
244,1481,1,2,0
244,247,2,1,0
244,2601,1,0,2
244,764,2,0,1
244,306,0,2
244,667,2,0,1
244,248,1,0,2
244,249,2,0,1
244,890,1,2,0
244,668,0,1,2
244,726,1,2,0
244,669,0,1,2
244,870,1,2,0
244,408,1,0,2
244,746,1,2,0
244,891,2,1,0
244,336,1,2,0
244,747,0,2,1
244,871,0
244,671,2,0
244,1147,0
244,4113,2,0,1
244,672,0,1,2
244,411,1
244,1459,2,1,0
244,2403,0
244,5310,0,2,1
244,1204,0
244,412,1
244,1205,0
244,2113,0
244,416,1
244,748,1,2,0
244,714,2,0,1
244,892,0,2,1
244,715,2,1,0
244,675,2,1,0
244,676,2,0,1
244,749,2,0,1
244,354,2,0,1
244,893,1,2,0
244,837,0,2
244,716,2,0,1
244,894,2,0,1
244,771,0,2,1
244,677,0,1,2
244,678,1,2,0
244,895,1,2,0
244,5257,0,1,2
244,899,0,2,1
244,1178,0
244,680,2,1,0
244,2603,2,0,1
244,718,2,1,0
244,719,2,0,1
244,312,0,1,2
244,553,2,1,0
244,2604,1,2,0
244,455,0,2
244,3719,0,2
244,872,0,2,1
244,681,2,0
244,2739,1,0,2
244,2115,0
244,3165,3,0,1,2
244,682,0,2,1
244,555,2,1,0
244,1398,2,0,1
244,684,0,2,1
244,1139,0,2,1
244,5313,0
244,685,0,1,2
244,686,1,0,2
244,687,0,2,1
244,721,1,2,0
244,688,2,0,1
244,1180,0
244,556,0,2,1
244,317,0,2,1
244,864,2,0
244,340,1,2,0
244,558,1,0,2
244,3300,0,2
244,752,2,0,1
244,1526,2,1,0
244,559,0,1,2
244,5288,0,2
244,2404,0
244,445,1,0,2,3
244,448,0,1,2
244,753,0,2,1
244,896,2,0,1
244,723,0,1,2
244,5120,1,0,2
244,563,1,0,2
244,693,2,0,1
244,694,2,1,0
244,2606,0,2
245,508,0
245,509,0
245,319,0
245,344,0
245,2014,2,0,1
245,699,0
245,515,0
245,516,0
245,517,0
245,387,0,2
245,518,0
245,322,0
245,388,0
245,2794,0
245,642,0
245,459,0
245,292,0
245,808,0
245,278,0
245,712,0
245,534,0
245,535,0
245,818,0
245,247,0
245,334,0
245,2018,0,1,2
245,2019,1,2,0
245,407,0
245,548,0
245,674,0
245,549,0
245,1210,6,0,3
245,551,0
245,552,0
245,418,2
245,340,0
245,561,0
245,341,0
245,850,0
245,851,0
246,508,0
246,509,0
246,319,0
246,344,0
246,2014,1,2,0
246,699,0
246,515,0
246,516,0
246,517,0
246,387,2,0
246,518,0
246,322,0
246,388,0
246,2794,0
246,642,0
246,459,0
246,292,0
246,808,0
246,278,0
246,712,0
246,534,0
246,535,0
246,818,0
246,247,0
246,334,0
246,2018,2,1,0
246,2019,1,2,0
246,407,0
246,548,0
246,674,0
246,549,0
246,1210,0,6,3
246,551,0
246,552,0
246,418,2
246,340,0
246,561,0
246,341,0
246,850,0
246,851,0
247,5221,1,2,0
247,5223,2,1,0
247,4908,1,2,0
247,4909,0,2
247,5297,2,0,1
247,4968,1,2,0
247,4952,2,0
247,420,2,1,0
247,5268,0,2,1
247,1430,1,0,2
247,5298,2,0,3,1
247,456,0,1,2
247,774,0,2,1
247,619,0,2
247,696,3
247,318,2,0,3,1
247,1431,2,0,1
247,728,0,2,1
247,5269,1,0,2
247,1296,0,1,2
247,3684,2,0
247,421,1,2,0
247,319,0,1,2
247,1255,0
247,1154,0,2,1
247,621,0,1,2
247,1732,0
247,344,0,1,2
247,1476,2,0,1
247,5283,0,2
247,623,2,0
247,446,2,1,0
247,1402,0,1,2
247,731,0
247,628,1,0,2
247,258,0
247,1297,0,1,2
247,1926,2,0
247,5284,0,2
247,629,0
247,1298,0,1,2
247,1299,0,2,1
247,1403,2,1,0
247,631,1,2,0
247,788,0,1,2
247,5231,0,1,2
247,701,0,3
247,423,1,2,0
247,3294,0,2,1
247,633,1,2,0
247,1157,1,0,2
247,483,0,2,1
247,634,0
247,486,0,1,2
247,867,1,2,0
247,322,0,1,2
247,2595,0,2,1
247,2101,0,2,1
247,4916,0,1,2
247,424,1,0,2
247,3295,1,0,2
247,425,1,0,2
247,360,1,0,2
247,1437,1,0,2
247,426,2,1,0
247,1438,0,1,2
247,2402,2,0,1,3
247,1439,2,0,1
247,323,3,0,2,1
247,704,0,3
247,1300,2,1,0
247,4213,0,2,1
247,427,0,1,2
247,1835,2,1,0
247,428,0,1,2
247,3938,0,2,1
247,868,1,2,0
247,5292,0,2
247,1161,0,2,1
247,1301,1,2,0
247,706,0,3
247,430,2,1,0
247,2103,2,0,1
247,642,2,0,1
247,740,0
247,3685,0,2
247,643,1,2,0
247,1162,2,1,0
247,2596,3,1,0,2
247,1445,2,0,1
247,3286,1
247,434,0,1,2
247,267,0
247,435,0,2,1
247,3939,0,2,1
247,5209,0
247,270,0
247,3161,0,2
247,5286,2,0
247,1383,1,2,0
247,5241,0,1,2
247,1936,2,0
247,1267,0,2
247,5210,3
247,292,0
247,4920,0,2
247,1938,0,2
247,3162,0,2
247,348,1,2,0
247,532,2,1,0
247,1450,2,1,0
247,278,0,2
247,329,0,2,1
247,710,2,3,0,1
247,279,3,2,1,0
247,436,1,2,0
247,5307,0,1,2
247,1270,2,0
247,5308,0,1,3,2
247,1453,0,1,2
247,5246,0,2
247,1392,2,1,0
247,815,0
247,437,1,0,2
247,281,0,2
247,713,0,3
247,495,0,2,1
247,727,0,2,1
247,3325,1,2,0
247,438,1,2,0
247,664,0,1,2,3
247,4925,2,0
247,4926,2,0
247,4928,2,0
247,821,2,0,1
247,665,0
247,4929,2,0
247,1174,1,0,2
247,439,1,2,0
247,440,1,0,2
247,1302,1,0,2
247,1481,1,2,0
247,2601,0,2,3,1
247,2110,2,0
247,334,0
247,306,3
247,5250,2,1,0
247,248,0,2,1
247,249,1,0,2
247,441,1,2,0
247,4930,0,1,2
247,4931,1,2,0
247,668,0
247,442,0,2,1
247,870,1,0,2
247,1303,0,1,2
247,5252,2,1,0
247,408,0,2,1
247,336,2,0,1,3
247,309,3
247,4113,2,0,1
247,3428,0
247,1482,2,0,1
247,443,1,2,0
247,1459,2,0,1
247,2403,0,1,2
247,5310,2,1,0
247,1849,1,0,2
247,675,0
247,354,0
247,3296,1,2,0
247,716,0,3
247,771,1,2,0
247,5257,1,0,2
247,1178,0,1,2
247,718,3
247,719,3
247,5258,0,1,2
247,5259,1,0,2
247,3719,0,2
247,2739,2,0,1
247,3429,0
247,3165,2,0
247,1398,0
247,314,1,2,0
247,1462,0,1,2
247,687,0
247,3327,2,1,0
247,721,0,3
247,5264,2,1,0
247,1180,2,1,0
247,444,2,0,1
247,1829,2,0,1,3
247,340,2,0
247,3300,0,2
247,5265,0,1,2
247,1526,2,1,0
247,5288,0,2
247,2404,2,1,3,0
247,341,0
247,445,1,2,0
247,723,3,0,2,1
247,849,2,1,0
248,4983,0
248,5276,1,2,0
248,5297,0,2,1
248,618,2,0,1
248,507,0,2,3
248,420,1,2,0
248,384,3
248,510,2,0,1
248,456,1,0,2
248,728,1,2,0
248,511,0,1,2
248,421,0,2,1
248,319,2,1,0
248,2359,1,0
248,621,1,0,2
248,344,1,2,0
248,624,0,2
248,626,0,2,1
248,479,0,2
248,627,0,2,1
248,731,2,0,1
248,628,0,2,1
248,258,0,2
248,700,2,1,0
248,631,1,2,0
248,701,0
248,423,1,0,2
248,734,0,2,1
248,633,0,2,1
248,519,1,0,2
248,322,1,0,2
248,424,2,1,0
248,735,0,1,2
248,736,2,0,1
248,702,2,0,1
248,792,1,0,2
248,521,3,1,2,0
248,703,1,0,2
248,704,0
248,522,1,0,2
248,523,2,3,1,0
248,427,2,0,1
248,638,0,2
248,428,2,0,1
248,737,2,1,0
248,639,1,2,0
248,758,2,1,0
248,705,2,0,1
248,706,0
248,738,0,1,2
248,739,2,0,1
248,640,0,1,2
248,641,2,1,0
248,476,0,2
248,430,2,1,0
248,526,2,1,0,3
248,740,1,2,0
248,459,0,1,2
248,643,0,1,2
248,1149,0,2
248,644,2,1,0
248,1142,0
248,433,2,1,0
248,434,1,0,2
248,741,2,1,0
248,527,0,3,1,2
248,267,2,0
248,435,0,2,1
248,646,2,0
248,708,2,0
248,759,2,1,0
248,270,0,2
248,326,1,0,2
248,647,0,2,1
248,1150,0,2
248,648,0,2
248,273,0,2
248,650,0,2,1
248,528,1,0,2
248,529,2,0
248,742,0,1,2
248,743,0,2,1
248,292,0
248,652,1,0,2
248,531,1,2,3,0
248,653,2,1,0
248,348,1,0,2
248,277,0,2
248,329,0,2,1
248,744,1,0,2
248,710,0,2,1
248,656,1,2,0
248,279,2,0,1
248,1167,0,2,1
248,436,2,1,0
248,659,1,2,0
248,437,0,1,2
248,350,2,0,1
248,713,0
248,537,1,0,2
248,438,2,0
248,664,0,1,2
248,541,2,1,0
248,542,1,2,0,3
248,439,0,2,1
248,543,3,1,2,0
248,1146,2,0
248,440,0,2,1
248,666,2,0
248,334,0
248,764,2,0,1
248,306,2,0
248,335,2,0,1
248,667,1,0,2
248,249,0
248,441,2,0,1
248,668,2,0
248,726,2,0,1
248,442,1,0,2
248,669,2,1,0
248,408,2,0
248,746,2,0,1
248,747,0,1,2
248,671,0,2
248,1147,0,2
248,830,2,1,0
248,443,0,2,1
248,5310,0,2,1
248,714,2,1,0
248,715,1,2,0
248,676,0,2
248,749,2,1,0
248,354,0,1,2
248,837,0,2
248,716,0
248,771,0,2,1
248,677,1,0,2
248,678,0,2,1
248,680,2,1,0
248,312,1,0,2
248,553,0,2,1
248,455,2
248,681,0,2
248,2115,0
248,682,1,0,2
248,555,0,2,1
248,684,2,0,1
248,685,0,1,2
248,686,2,0,1
248,721,0
248,688,2,0,1
248,556,0,2
248,317,2,1,0
248,444,2,0
248,864,2,0
248,340,0
248,751,1,2,0
248,846,0,1,2
248,752,0,2,1
248,559,2,0,1,3
248,722,2,0
248,341,0
248,445,0,1,2
248,289,0,2
248,753,1,2,0
248,723,1,0,2
248,3795,0
248,563,1,0,3,2
248,693,1,2,0
248,694,2,0
249,4983,0
249,5276,1,0,2
249,5297,2,0,1
249,618,2,0,1
249,507,2,3,0
249,420,1,0,2
249,384,3
249,510,1,2,0
249,456,1,0,2
249,728,2,0,1
249,511,0,2,1
249,421,2,0,1
249,319,2,1,0
249,2359,1,0
249,621,2,0,1
249,344,0,1,2
249,624,0,2
249,626,1,0,2
249,479,2,0
249,627,2,1,0
249,731,2,0,1
249,628,1,0,2
249,258,0,2
249,700,2,0,1
249,631,1,0,2
249,701,0
249,423,0,2,1
249,734,2,1,0
249,633,1,0,2
249,519,1,0,2
249,322,0,2,1
249,424,2,1,0
249,735,2,0,1
249,736,0,1,2
249,702,2,0,1
249,792,0,2,1
249,521,0,1,2,3
249,703,0,2,1
249,704,0
249,522,0,1,2
249,523,1,0,2,3
249,427,1,2,0
249,638,2,0
249,428,1,0,2
249,737,0,1,2
249,639,1,2,0
249,758,2,0,1
249,705,0,2,1
249,706,0
249,738,0,2,1
249,739,2,1,0
249,640,2,0,1
249,641,0,2,1
249,476,2,0
249,430,2,0,1
249,526,3,2,0,1
249,740,2,0,1
249,459,0,2,1
249,643,1,2,0
249,1149,2,0
249,644,1,0,2
249,1142,0
249,433,1,0,2
249,434,2,0,1
249,741,2,1,0
249,527,0,3,1,2
249,267,0,2
249,435,0,2,1
249,646,2,0
249,708,0,2
249,759,0,1,2
249,270,2,0
249,326,1,0,2
249,647,0,2,1
249,1150,2,0
249,648,0,2
249,273,2,0
249,650,0,2,1
249,528,0,2,1
249,529,2,0
249,742,0,2,1
249,743,2,1,0
249,292,0
249,652,0,1,2
249,531,1,2,0,3
249,653,1,2,0
249,348,2,1,0
249,277,0,2
249,329,2,1,0
249,744,0,2,1
249,710,0,2,1
249,656,0,2,1
249,279,2,0,1
249,1167,1,0,2
249,436,1,2,0
249,659,1,0,2
249,437,0,2,1
249,350,1,0,2
249,713,0
249,537,0,1,2
249,438,0,2
249,664,0,2,1
249,541,2,0,1
249,542,1,0,2,3
249,439,1,0,2
249,543,3,1,2,0
249,1146,0,2
249,440,1,0,2
249,666,2,0
249,334,0
249,764,1,2,0
249,306,2,0
249,335,1,2,0
249,667,1,2,0
249,441,2,0,1
249,668,2,0
249,726,2,0,1
249,442,1,0,2
249,669,0,2,1
249,408,0,2
249,746,0,1,2
249,747,2,1,0
249,671,0,2
249,1147,2,0
249,830,0,1,2
249,443,0,2,1
249,5310,0,2,1
249,714,2,1,0
249,715,0,2,1
249,676,0,2
249,749,2,0,1
249,354,0,1,2
249,837,0,2
249,716,0
249,771,0,1,2
249,677,1,2,0
249,678,1,2,0
249,680,0,1,2
249,312,0,1,2
249,553,0,2,1
249,455,2
249,681,2,0
249,2115,0
249,682,1,0,2
249,555,0,1,2
249,684,2,0,1
249,685,2,1,0
249,686,0,1,2
249,721,0
249,688,1,2,0
249,556,2,0
249,317,1,2,0
249,444,2,0
249,864,0,2
249,340,0
249,751,1,2,0
249,846,0,1,2
249,752,1,0,2
249,559,2,1,3,0
249,722,2,0
249,341,0
249,445,0,1,2
249,289,0,2
249,753,2,0,1
249,723,2,1,0
249,3795,0
249,563,3,2,0,1
249,693,0,2,1
249,694,2,0
5294,3287,0
5294,854,0
5294,855,0
5294,3286,0
5294,2956,0
5294,3396,0
3287,3396,0
854,5346,2,1,0
854,5347,1
854,4952,0,1,2
854,5322,6
854,1384,0,2,1
854,2040,1,0,2
854,1307,6
854,774,0,3,1,2
854,2812,2,0,1
854,777,1,2,0
854,1782,1
854,2930,1
854,2931,1
854,2696,2,1,0
854,779,1,2,0
854,2932,1
854,1533,0,3,1,2
854,3098,0,1
854,2024,0,2,1
854,1878,2,1,0
854,1579,6
854,2933,1
854,700,1,0,2
854,788,1,0,2
854,2934,1
854,2697,0
854,674,1,2,0
854,454,1,2
854,1236,1,0,2
854,2705,0,2,1
854,1208,1,0,2
854,1209,0,2,1
854,550,1,0,2
854,1397,1,2,0
854,2945,0,2,1
854,1549,0,3,2,1
854,2838,1,2,0
854,1239,3,2,0,1
854,2946,2,1,0
854,2947,1
854,5348,6
854,3148,1
854,3149,1
854,2707,0,2,1
854,2948,1
854,841,1,0,3,2
854,2824,2,0,1
854,557,1,0,2
854,1214,1,0,2
854,846,1,0,2
854,560,1,0,2
854,849,1,2,0
854,2935,1
854,520,2,0,1
854,5323,6
854,856,2,0,1
854,1222,0,2,1
854,792,2,0,1
854,2361,3,6
854,703,2,1,0
854,5324,6
854,1835,3,2,1,0
854,1223,2,1,0
854,4954,0,2,1
854,524,1,0,2
854,2380,3,6
854,525,2,0,1
854,2699,1,0,2
854,2629,0,1
854,796,2,1,0
854,1225,0,2,1
854,2938,1
854,797,2,1,0
854,1308,6
854,2939,1
854,857,1,0,2
854,858,2,0,1
854,1881,0,1,2
854,2631,0,1
854,2632,1,0
854,2700,0,2,1
854,2940,1
854,1226,0
854,806,1,0,2
854,2833,0,1,2
854,1310,6
854,3014,2,1,0
854,4955,1,0,2
854,2701,0,1,2
854,2815,0,2,1
854,1536,1,0,2,3
854,449,1,2
854,1228,2,0,1
854,1229,1,0,2
854,2636,1,0
854,450,0,2,1
854,2941,1
854,1593,6
854,536,1,2,0
854,2835,2,1,0
854,3018,0,2,1
854,5349,6
854,2703,1,0,2
854,1231,0,1,2,3
854,1540,0,2,1
854,1595,6
854,2555,1,0,2
854,821,0,1,2,3
854,2956,0
854,3396,0
854,1545,3,1,2,0
854,2034,1,0,2
854,824,1,0,2
854,1311,6
854,546,1,0,2
854,452,2,1
854,2365,6,3
854,2942,1
854,2943,1
854,308,1
854,2836,0,1,2
854,2944,2,1,0
854,1233,3,1,2,0
854,3100,1,0
854,827,1,2,0
854,2386,6,3
854,1234,1,3,0,2
854,829,2,0,1
854,2556,6,0
854,1849,2,1,0,3
854,1601,6
854,2450,0,2,1,3
854,2451,2,1,3,0
855,5346,2,0,1
855,5347,1
855,4952,0,2,1
855,5322,6
855,1384,2,1,0
855,2040,1,2,0
855,1307,6
855,774,1,0,3,2
855,2812,1,0,2
855,777,0,1,2
855,1782,1
855,2930,1
855,2931,1
855,2696,0,1,2
855,779,2,0,1
855,2932,1
855,1533,0,1,3,2
855,3098,1,0
855,2024,0,2,1
855,1878,0,2,1
855,1579,6
855,2933,1
855,700,1,2,0
855,788,1,2,0
855,2934,1
855,2697,0
855,2935,1
855,520,1,0,2
855,5323,6
855,856,1,2,0
855,1222,2,0,1
855,792,2,1,0
855,2361,3,6
855,703,2,0,1
855,5324,6
855,1835,2,1,0,3
855,1223,1,0,2
855,4954,0,1,2
855,524,2,0,1
855,2380,6,3
855,525,2,1,0
855,2699,0,1,2
855,2629,0,1
855,796,2,0,1
855,1225,2,1,0
855,2938,1
855,797,1,0,2
855,1308,6
855,2939,1
855,857,1,0,2
855,858,1,0,2
855,1881,1,0,2
855,2631,1,0
855,2632,1,0
855,2700,0,1,2
855,2940,1
855,1226,0
855,806,0,1,2
855,2833,0,2,1
855,1310,6
855,3014,0,1,2
855,4955,0,2,1
855,2701,1,0,2
855,2815,2,1,0
855,1536,2,1,3,0
855,449,1,2
855,1228,2,1,0
855,1229,1,2,0
855,2636,1,0
855,450,0,2,1
855,2941,1
855,1593,6
855,536,2,0,1
855,2835,1,2,0
855,3018,0,2,1
855,5349,6
855,2703,0,2,1
855,1231,2,1,3,0
855,1540,2,1,0
855,1595,6
855,2555,0,2,1
855,821,2,1,3,0
855,2956,0
855,3396,0
855,1545,1,3,0,2
855,2034,2,0,1
855,824,1,2,0
855,1311,6
855,546,0,2,1
855,452,2,1
855,2365,3,6
855,2942,1
855,2943,1
855,308,1
855,2836,2,0,1
855,2944,2,0,1
855,1233,2,0,1,3
855,3100,1,0
855,827,1,0,2
855,2386,6,3
855,1234,2,3,0,1
855,829,0,1,2
855,2556,6,0
855,1849,2,0,1,3
855,1601,6
855,2450,1,2,3,0
855,2451,3,0,1,2
855,674,2,0,1
855,454,2,1
855,1236,0,2,1
855,2705,1,0,2
855,1208,0,1,2
855,1209,2,1,0
855,550,1,0,2
855,1397,2,1,0
855,2945,1,0,2
855,1549,0,2,1,3
855,2838,1,2,0
855,1239,3,1,0,2
855,2946,0,2,1
855,2947,1
855,5348,6
855,3148,1
855,3149,1
855,2707,0,1,2
855,2948,1
855,841,1,0,2,3
855,2824,2,1,0
855,557,0,2,1
855,1214,0,1,2
855,846,1,2,0
855,560,2,0,1
855,849,0,1,2
3286,5350,0
3286,3396,0
3286,340,1
2956,2812,0
2956,2696,0
2956,2699,0
2956,2700,0
2956,2701,0
2956,2703,0
2956,1540,0
2956,3396,0
2956,2034,0
2956,2705,0
2956,2707,0
4983,2862,0,1,2
4983,638,0
4983,1161,0
4983,1162,0
4983,2241,1,2
4983,201,2,1
4983,267,0
4983,937,2,0,1
4983,708,0
4983,270,0
4983,1309,1,2
4983,928,2,0,1
4983,1498,0
4983,971,1,0,2
4983,972,1,2,0
4983,939,0,2,1
4983,2516,0
4983,2742,0,2
4983,348,0
4983,532,0
4983,188,0
4983,1167,2,0,1
4983,1356,2
4983,976,0,2,1
4983,1357,2
4983,495,0
4983,1231,1,2,0
4983,977,2,0,1
4983,293,6,5
4983,821,1,2,0
4983,1174,0
4983,294,6,5
4983,5024,2,0
4983,5025,2,0
4983,4962,0
4983,5338,0
4983,981,2,1,0
4983,2517,0
4983,1233,2,0,1
4983,1277,2,1,0
4983,1234,1,2,0
4983,1279,1
4983,2403,0
4983,4963,0
4983,932,0,2,1
4983,927,1,2,0
4983,2259,1,2
4983,216,1,2
4983,354,0
4983,835,1
4983,5026,0,2
4983,1178,0
4983,1239,1,0,2
4983,4964,0
4983,987,2,1,0
4983,5027,2,0
4983,1180,0
4983,2265,1,2
4983,722,0
4983,2404,0
4983,5028,0
4983,989,2,1,0
4983,507,2,0
4983,4961,2,0
4983,5020,2,0
4983,774,0,1,2
4983,1154,0
4983,593,0,2,1
4983,344,0
4983,1256,1,2,0
4983,479,2,0
4983,1157,0
4983,1258,2,1
4983,483,0
4983,1259,0
4983,2515,0
4983,486,0
4983,958,0,1,2
4983,959,1,0,2
4983,2401,6
4983,961,2,1,0
4983,2402,0
2862,5133,1
2862,4950,2,0,1
2862,5281,0
2862,5351,0,2,1
2862,774,0,2,6,1
2862,5352,0,1,2
2862,4986,2,0,1
2862,5353,0,2,1
2862,1256,1,2,6,0
2862,5354,0,2,1
2862,478,2,1,0
2862,5355,2,0,1
2862,4988,0,1,2
2862,1974,1
2862,1832,0,1,2
2862,2143,2,0
2862,4989,1,2,0
2862,1258,2,1
2862,1259,6,0,2,1
2862,4354,1
2862,447,0,6,1,2
2862,5356,1,0,2
2862,4991,0,1,2
2862,1835,1,6,0,2
2862,524,1,0,2,6
2862,5357,1,2,0
2862,5358,1,2,0
2862,525,6,0,2,1
2862,4994,0,1,2
2862,642,0,1,6,2
2862,5359,2,0,1
2862,5360,0,2,1
2862,4995,2,0,1
2862,1836,2,0,1
2862,5022,1
2862,2795,1
2862,2029,1,2
2862,4997,1,0,2
2862,2030,1,2
2862,5361,2,1,0
2862,2874,0,2,1
2862,1412,0
2862,5023,1
2862,808,2,6,0,1
2862,2804,1
2862,5362,1,2,0
2862,1837,0,1,2
2862,4998,0,2,1
2862,1838,1,2
2862,5363,0,1,2
2862,5364,1,2,0
2862,2031,1,2
2862,1839,2,1,0
2862,815,1
2862,5134,1
2862,208,0,1,2
2862,536,1,2,0,6
2862,1841,0,2,1
2862,2033,1,2
2862,5365,0,1,2
2862,1842,2,0,1
2862,1231,0,2,1,6
2862,818,0,2,6,1
2862,1843,1,2,0
2862,540,6,2,0,1
2862,1273,1,2,0,6
2862,5366,0,1,2
2862,821,0,1,6,2
2862,211,2,1,0
2862,1844,1,0,2
2862,1544,0,2,1
2862,544,0,6,2,1
2862,1046,2,1,0
2862,4999,1,0,2
2862,1275,2,0
2862,546,2,0,1,6
2862,1845,2,1
2862,1846,0,2,1
2862,1233,6,0,2,1
2862,1277,0,2,6,1
2862,1234,0,6,2,1
2862,5367,0,1,2
2862,5368,2,1,0
2862,1848,0,1,2
2862,1849,2,1,0,6
2862,1515,1
2862,1280,1
2862,5003,2,1,0
2862,5369,1,0,2
2862,2036,2,1
2862,5370,0,2,1
2862,1239,0,1,2,6
2862,5371,2,1,0
2862,5372,2,6,0
2862,1850,1,2
2862,2037,1,2
2862,1851,0,1,2
2862,1852,1,2,0
2862,1180,0
2862,1853,2,1,0
2862,5373,1,2,0
2862,1854,1,0,2
2862,557,0,2,1,6
2862,5374,1,2,0
2862,5375,1,2,0
2862,1285,1,2
2862,2802,1
2862,560,6,2,1,0
2862,2953,2,0,1
2862,850,2,1,6,0
2862,851,2,6,1,0
638,5376,2,0,1
638,5276,2,0
638,4950,0
638,5297,0,2
638,4952,0
638,4953,0
638,618,0,2
638,507,0,2
638,420,2,0
638,510,2,0
638,511,2,0
638,2869,2,0
638,421,0,2
638,319,2,1,0
638,621,0,2
638,344,0,2
638,4986,0
638,446,2
638,624,0,2
638,699,1,0,2
638,479,0,2
638,4988,0
638,627,0,2
638,731,2,0
638,628,2,0
638,258,2,0
638,629,0,2
638,631,2,0
638,788,1,2,0
638,423,0,2
638,633,0,2
638,4989,0
638,519,0,2
638,634,0,2
638,322,2,1,0
638,424,0,2
638,735,2,0
638,736,2,0
638,702,1,2,0
638,425,2
638,426,2
638,792,2,0,1
638,521,2
638,703,0,2
638,4991,0
638,522,2,0
638,523,2
638,427,2,0
638,428,2,0
638,737,0,2
638,705,0,2
638,739,2,0
638,4994,0
638,430,2
638,526,2
638,642,0,2,1
638,740,0,2
638,459,2,0
638,643,2,0
638,644,2,0
638,4995,0
638,434,0,2
638,527,2,0
638,267,0,2
638,435,0,2
638,5377,2,0
638,1697,0
638,708,2,0
638,270,0,2
638,326,1,2,0
638,4997,0
638,647,2
638,648,0,2
638,273,0,2
638,650,2,0
638,528,0,2
638,529,2,0
638,742,0,2
638,743,2,0
638,652,0,2
638,531,2
638,2106,0,2
638,859,1,0,2
638,653,0,2
638,348,2,0
638,277,2,0
